,from_roman,to_roman
12,I,V
13,V,IV
14,IV,I
15,I,I
16,I,V
17,V,IV
18,IV,I
19,I,IV
20,IV,I
21,I,V
22,V,IV
23,IV,I
24,I,I
25,I,V
26,V,IV
27,IV,I
28,I,I
29,I,V
30,V,IV
31,IV,I
32,I,I
33,I,V
34,V,IV
35,IV,I
36,I,I
37,I,V
38,V,IV
39,IV,I
40,I,IV
41,IV,I
42,I,V
43,V,IV
44,IV,I
45,I,I
46,I,V
47,V,IV
48,IV,I
49,I,V
50,V,IV
51,IV,I
52,I,IV
53,IV,I
54,I,V
55,V,IV
56,IV,I
57,I,I
58,I,V
59,V,IV
60,IV,I
61,I,I
62,I,V
63,V,IV
64,IV,I
65,I,I
66,I,V
67,V,IV
68,IV,I
69,I,I
70,I,V
71,V,IV
72,IV,I
73,I,IV
74,IV,I
75,I,V
76,V,IV
77,IV,I
78,I,IV
79,IV,I
80,I,V
81,V,IV
82,IV,I
0,I,♭IV7
1,♭IV7,IVM7
2,IVM7,♭iv
3,♭iv,IVM7
4,IVM7,♭iv
5,♭iv,ii
6,ii,ii
7,ii,V
8,V,IV
9,IV,♭iv
10,♭iv,ii
11,ii,♭iv
12,♭iv,I
13,I,♭IV7
14,♭IV7,IVM7
15,IVM7,♭iv
16,♭iv,IVM7
17,IVM7,♭iv
18,♭iv,ii
19,ii,ii
20,ii,V
21,V,IV
22,IV,♭iv
23,♭iv,ii
24,ii,♭iv
25,♭iv,vi
26,vi,♭iv
27,♭iv,vi
28,vi,♭iv
29,♭iv,vi
30,vi,♭iv
31,♭iv,i
32,i,♭VI
33,♭VI,V
34,V,i
35,i,♭VI
36,♭VI,V
37,V,i
38,i,♭VI
39,♭VI,V
40,V,i
41,i,♭VI
42,♭VI,V
43,V,i
44,i,♭VI
45,♭VI,V
46,V,i
47,i,iv
48,iv,v
49,v,i
50,i,iv
51,iv,v
52,v,i
53,i,iv
54,iv,v
55,v,i
56,i,iv
57,iv,v
58,v,i
59,i,♭VII
60,♭VII,v
61,v,iv
62,iv,v
63,v,i
64,i,iv
65,iv,v
66,v,i
67,i,iv
68,iv,v
69,v,i
70,i,iv
71,iv,v
72,v,i
73,i,iv
74,iv,v
75,v,i
76,i,iv
77,iv,v
78,v,i
79,i,iv
80,iv,v
81,v,i
82,i,iv
83,iv,v
84,v,i
85,i,♭VII
86,♭VII,v
87,v,I
88,I,♭IV7
89,♭IV7,IVM7
90,IVM7,♭iv
91,♭iv,IVM7
92,IVM7,♭iv
93,♭iv,ii
94,ii,♭iv
95,♭iv,IV
96,IV,V
0,♭III,i
1,i,v
2,v,♭VII
3,♭VII,♭III
4,♭III,i
5,i,v
6,v,♭VII
7,♭VII,♭III
8,♭III,i
9,i,v
10,v,♭VII
11,♭VII,♭III
12,♭III,i
13,i,v
14,v,♭VII
15,♭VII,♭III
16,♭III,i
17,i,v
18,v,♭VII
19,♭VII,♭III
20,♭III,i
21,i,v
22,v,♭VII
23,♭VII,♭III
24,♭III,i
25,i,v
26,v,♭VII
27,♭VII,♭III
28,♭III,i
29,i,v
30,v,♭VII
31,♭VII,♭III
32,♭III,i
33,i,v
34,v,♭VII
35,♭VII,♭III
36,♭III,i
37,i,v
38,v,♭VII
39,♭VII,♭VII
40,♭VII,♭III
41,♭III,i
42,i,v
43,v,♭VII
44,♭VII,♭III
45,♭III,i
46,i,v
47,v,♭VII
48,♭VII,♭III
49,♭III,i
50,i,v
51,v,♭VII
52,♭VII,♭III
53,♭III,i
54,i,v
55,v,♭VII
56,♭VII,♭III
57,♭III,i
58,i,v
59,v,♭VII
60,♭VII,♭III
61,♭III,i
62,i,v
63,v,♭VII
64,♭VII,♭III
65,♭III,i
66,i,v
67,v,♭VII
68,♭VII,i
69,i,♭VII
70,♭VII,IV
71,IV,i
72,i,♭VII
73,♭VII,IV
74,IV,i
75,i,♭VII
76,♭VII,IV
77,IV,IV
78,IV,IV
79,IV,IV
80,IV,♭III
81,♭III,i
82,i,v
83,v,♭VII
84,♭VII,♭III
85,♭III,i
86,i,v
87,v,♭VII
88,♭VII,♭III
89,♭III,i
90,i,v
91,v,♭VII
92,♭VII,♭III
93,♭III,i
94,i,v
95,v,♭VII
96,♭VII,♭III
97,♭III,i
98,i,v
99,v,♭VII
0,vi,♯III
1,♯III,I
2,I,V
3,V,♯iv
4,♯iv,II
5,II,VI
6,VI,III
7,III,♯iv
8,♯iv,II
9,II,VI
10,VI,III
11,III,♯iv
12,♯iv,II
13,II,VI
14,VI,III
15,III,♯iv
16,♯iv,II
17,II,VI
18,VI,III
19,III,II
20,II,III
21,III,♯iv
22,♯iv,II
23,II,VI
24,VI,III
25,III,♯iv
26,♯iv,II
27,II,VI
28,VI,III
29,III,♯iv
30,♯iv,II
31,II,VI
32,VI,III
33,III,II
34,II,III
35,III,VI
36,VI,III
37,III,♯iv
38,♯iv,III
39,III,II
40,II,VI
41,VI,III
42,III,VI
43,VI,III
44,III,♯iv
45,♯iv,III
46,III,II
47,II,VI
48,VI,III
49,III,II
50,II,VI
51,VI,III
52,III,VI
53,VI,III
54,III,♯iv
55,♯iv,III
56,III,II
57,II,VI
58,VI,III
59,III,VI
60,VI,III
61,III,♯iv
62,♯iv,III
63,III,II
64,II,VI
65,VI,III
66,III,II
67,II,VI
68,VI,III
69,III,♯iv
70,♯iv,II
71,II,VI
72,VI,III
73,III,♯iv
74,♯iv,II
75,II,VI
76,VI,♯i
77,♯i,♯iv
78,♯iv,II
79,II,VI
80,VI,♯i
81,♯i,II
82,II,III
83,III,VI
84,VI,III
85,III,♯iv
86,♯iv,III
87,III,II
88,II,VI
89,VI,III
90,III,II
91,II,VI
92,VI,♯V
93,♯V,♯iv
94,♯iv,II
95,II,VI
96,VI,III
97,III,♯iv
98,♯iv,II
99,II,VI
100,VI,III
101,III,♯iv
102,♯iv,II
103,II,VI
104,VI,III
105,III,♯iv
106,♯iv,II
107,II,VI
108,VI,III
109,III,II
110,II,III
111,III,II
112,II,VI
113,VI,III
0,♯I,♯IV
1,♯IV,III
2,III,VI
3,VI,♯I
4,♯I,♯IV
5,♯IV,III
6,III,VI
7,VI,♯I
8,♯I,♯IV
9,♯IV,III
10,III,VI
11,VI,♯I
12,♯I,♯IV
13,♯IV,III
14,III,VI
15,VI,♯I
16,♯I,♯IV
17,♯IV,III
18,III,VI
19,VI,♯I
20,♯I,♯IV
21,♯IV,III
22,III,VI
23,VI,♯I
24,♯I,♯I
25,♯I,♯IV
26,♯IV,III
27,III,VI
28,VI,♯I
29,♯I,♯IV
30,♯IV,III
31,III,VI
32,VI,♯I
33,♯I,♯IV
34,♯IV,III
35,III,VI
36,VI,♯I
37,♯I,♯IV
38,♯IV,III
39,III,VI
40,VI,♯I
41,♯I,♯IV
42,♯IV,III
43,III,VI
44,VI,♯I
45,♯I,♯IV
46,♯IV,III
47,III,VI
48,VI,♯I
49,♯I,♯IV
50,♯IV,III
51,III,VI
52,VI,♯I
53,♯I,♯IV
54,♯IV,III
55,III,VI
56,VI,♯I
57,♯I,♯IV
58,♯IV,III
59,III,VI
60,VI,♯I
61,♯I,♯IV
62,♯IV,III
63,III,VI
64,VI,♯I
65,♯I,♯IV
66,♯IV,III
67,III,VI
68,VI,♯I
69,♯I,♯IV
70,♯IV,III
71,III,VI
72,VI,♯I
73,♯I,♯IV
74,♯IV,III
75,III,VI
76,VI,♯I
77,♯I,♯IV
78,♯IV,III
79,III,VI
80,VI,♯I
81,♯I,♯I
82,♯I,♯IV
83,♯IV,III
84,III,VI
85,VI,♯I
86,♯I,♯IV
87,♯IV,III
88,III,VI
89,VI,♯I
90,♯I,♯IV
91,♯IV,III
92,III,VI
93,VI,♯I
94,♯I,♯IV
95,♯IV,III
96,III,VI
97,VI,♯I
98,♯I,♯IV
99,♯IV,III
100,III,VI
101,VI,♯I
102,♯I,♯IV
103,♯IV,III
104,III,VI
105,VI,♯I
106,♯I,♯IV
107,♯IV,III
108,III,VI
109,VI,♯I
110,♯I,♯IV
111,♯IV,III
112,III,VI
113,VI,♯I
114,♯I,♯IV
115,♯IV,III
116,III,VI
117,VI,♯I
118,♯I,♯IV
119,♯IV,III
120,III,VI
121,VI,♯I
122,♯I,♯IV
123,♯IV,III
124,III,VI
125,VI,♯I
126,♯I,♯IV
127,♯IV,III
128,III,VI
129,VI,♯I
130,♯I,♯IV
131,♯IV,III
132,III,VI
133,VI,♯I
134,♯I,♯IV
135,♯IV,III
136,III,VI
137,VI,♯I
138,♯I,♯I
139,♯I,♯IV
140,♯IV,III
141,III,VI
142,VI,♯I
143,♯I,♯IV
144,♯IV,III
145,III,VI
146,VI,♯I
147,♯I,♯IV
148,♯IV,III
149,III,VI
150,VI,♯I
151,♯I,♯IV
152,♯IV,III
153,III,VI
154,VI,♯I
155,♯I,♯IV
156,♯IV,III
157,III,VI
158,VI,♯I
159,♯I,♯IV
160,♯IV,III
161,III,VI
162,VI,♯I
163,♯I,♯IV
164,♯IV,III
165,III,VI
166,VI,♯I
167,♯I,♯IV
168,♯IV,III
169,III,VI
170,VI,♯I
171,♯I,♯IV
172,♯IV,III
173,III,VI
174,VI,♯I
175,♯I,♯IV
176,♯IV,III
177,III,VI
0,II,I
1,I,IV
2,IV,I
3,I,I
4,I,V
5,V,vi7
6,vi7,vi9
7,vi9,IV
8,IV,I
9,I,I
10,I,IV
11,IV,vi7
12,vi7,V
13,V,IV
14,IV,I
15,I,I
16,I,IV
17,IV,vi7
18,vi7,V
19,V,IV
20,IV,I
21,I,I
22,I,IV
23,IV,vi7
24,vi7,V
25,V,IV
26,IV,I
27,I,I
28,I,IV
29,IV,vi7
30,vi7,V
31,V,IV
32,IV,vi7
33,vi7,V
34,V,IV
35,IV,vi7
36,vi7,V
37,V,IV
38,IV,vi7
39,vi7,V
40,V,IV
41,IV,vi7
42,vi7,V
43,V,IV
44,IV,vi7
45,vi7,vi9
46,vi9,IV
47,IV,vi7
48,vi7,vi9
49,vi9,IV
50,IV,I
51,I,I
52,I,IV
53,IV,vi7
54,vi7,V
55,V,IV
56,IV,I
57,I,I
58,I,IV
59,IV,vi7
60,vi7,V
61,V,IV
62,IV,vi7
63,vi7,V
64,V,IV
65,IV,vi7
66,vi7,V
67,V,IV
68,IV,vi7
69,vi7,V
70,V,IV
71,IV,vi7
72,vi7,V
73,V,IV
74,IV,vi7
75,vi7,IV
76,IV,vi7
77,vi7,IV
78,IV,vi7
79,vi7,IV
80,IV,III
81,III,IV
82,IV,vi7
83,vi7,IV
84,IV,III
85,III,vi7
86,vi7,vi7
87,vi7,V
88,V,IV
89,IV,vi7
90,vi7,V
91,V,IV
92,IV,vi7
93,vi7,V
94,V,IV
95,IV,vi7
96,vi7,V
97,V,IV
0,I64,♭VII64
1,♭VII64,♭VII
2,♭VII,vi
3,vi,ii
4,ii,♭VII
5,♭VII,vi
6,vi,ii
7,ii,♭VII
8,♭VII,vi
9,vi,ii
10,ii,♭VII
11,♭VII,vi
12,vi,ii
13,ii,I
14,I,iii
15,iii,vi
16,vi,I64
17,I64,♭VII64
18,♭VII64,ii
19,ii,vi
20,vi,♭VII
21,♭VII,vi
22,vi,ii
23,ii,I
24,I,iii
25,iii,vi
26,vi,I64
27,I64,♭VII64
28,♭VII64,ii7
29,ii7,vi
30,vi,♭VII
31,♭VII,vi
32,vi,ii
33,ii,I
34,I,iii
35,iii,vi
36,vi,I64
37,I64,♭VII64
38,♭VII64,ii
39,ii,vi
40,vi,♭VII
41,♭VII,vi
42,vi,ii
43,ii,I
44,I,iii
45,iii,vi
46,vi,♭VII
47,♭VII,ii
48,ii,v
49,v,♭III
50,♭III,♭VII
51,♭VII,IV
52,IV,v
53,v,♭III
54,♭III,♭VII
55,♭VII,IV
56,IV,v
57,v,♭III
58,♭III,♭VII
59,♭VII,IV
60,IV,v
61,v,♭III
62,♭III,♭VII
63,♭VII,ii
64,ii,IV
65,IV,v
66,v,♭VII
67,♭VII,vi
68,vi,ii
69,ii,♭VII
70,♭VII,vi
71,vi,ii
72,ii,I
73,I,iii
74,iii,vi
75,vi,I64
76,I64,♭VII64
77,♭VII64,ii
78,ii,vi
79,vi,♭VII
80,♭VII,vi
81,vi,ii
82,ii,I
83,I,iii
84,iii,vi
85,vi,I64
86,I64,♭VII64
87,♭VII64,ii
88,ii,vi
89,vi,♭VII
90,♭VII,vi
91,vi,ii
92,ii,I
93,I,iii
94,iii,vi
95,vi,vi
96,vi,♭VII
97,♭VII,ii
98,ii,v
99,v,♭III
100,♭III,♭VII
101,♭VII,IV
102,IV,v
103,v,♭III
104,♭III,♭VII
105,♭VII,IV
106,IV,v
107,v,♭III
108,♭III,♭VII
109,♭VII,IV
110,IV,v
111,v,♭III
112,♭III,♭VII
113,♭VII,ii
114,ii,IV
115,IV,v
116,v,♭VII
117,♭VII,vi
118,vi,ii
119,ii,♭VII
120,♭VII,vi
121,vi,ii
122,ii,I
123,I,iii
124,iii,vi
125,vi,I
126,I,♭VII
127,♭VII,ii
128,ii,vi
129,vi,♭VII
130,♭VII,vi
131,vi,ii
132,ii,I
133,I,III7
134,III7,vi
135,vi,♭VII
136,♭VII,ii
137,ii,v
138,v,♭III
139,♭III,♭VII
140,♭VII,IV
141,IV,v
142,v,♭III
143,♭III,♭VII
144,♭VII,IV
145,IV,v
146,v,♭III
147,♭III,♭VII
148,♭VII,IV
149,IV,v
150,v,♭III
151,♭III,♭VII
152,♭VII,IV
153,IV,v
154,v,♭III
155,♭III,♭VII
156,♭VII,IV
157,IV,v
158,v,♭III
159,♭III,♭VII
160,♭VII,IV
161,IV,v
162,v,♭III
163,♭III,♭VII
164,♭VII,IV
165,IV,v
166,v,♭III
167,♭III,♭VII
168,♭VII,ii
169,ii,IV
170,IV,v
171,v,♭VII
172,♭VII,vi
173,vi,ii
174,ii,♭VII
175,♭VII,vi
176,vi,ii
0,VII,iv
1,iv,i
2,i,VII
3,VII,iv
4,iv,i
5,i,VII
6,VII,iv
7,iv,i
8,i,VII
9,VII,iv
10,iv,i
11,i,VII
12,VII,iv
13,iv,i
14,i,VII
15,VII,iv
16,iv,i
17,i,VII
18,VII,iv
19,iv,i
20,i,VII
21,VII,iv
22,iv,i
23,i,VII
24,VII,iv
25,iv,i6
26,i6,VII
27,VII,iv
28,iv,i6
29,i6,VII
30,VII,iv
31,iv,i
32,i,VII
33,VII,iv
34,iv,i
35,i,VII
36,VII,iv
37,iv,i
38,i,VII
39,VII,iv
40,iv,i
41,i,VII
42,VII,iv
43,iv,i
44,i,VII
45,VII,iv
46,iv,i
47,i,VII
48,VII,iv
49,iv,i
50,i,VII
51,VII,iv
52,iv,i
53,i,♭IIM7
54,♭IIM7,VI
55,VI,III
56,III,♭IIM7
57,♭IIM7,VI
58,VI,III
59,III,♭IIM7
60,♭IIM7,VI
61,VI,III
62,III,♭IIM7
63,♭IIM7,VII
64,VII,iv
65,iv,i
66,i,VII
67,VII,iv
68,iv,i
69,i,VII
70,VII,iv
71,iv,i
72,i,VII
73,VII,iv
74,iv,i
75,i,VII
76,VII,iv
77,iv,i6
78,i6,VII
79,VII,iv
80,iv,i6
81,i6,VII
82,VII,iv
83,iv,i6
84,i6,VII
85,VII,iv
86,iv,i6
87,i6,VII
88,VII,iv
89,iv,i
90,i,VII
91,VII,iv
92,iv,i
0,vi,IV64
1,IV64,I
2,I,V
3,V,I
4,I,I
5,I,I
6,I,V
7,V,I
8,I,I
9,I,I
10,I,V
11,V,I
12,I,IV
13,IV,V
14,V,I
15,I,I
16,I,vi
17,vi,vi
18,vi,IV
19,IV,V
20,V,I
21,I,I
22,I,vi
23,vi,vi
24,vi,IV
25,IV,V
26,V,I
27,I,I
28,I,I
29,I,V
30,V,I
31,I,I
32,I,I
33,I,V
34,V,I
35,I,IV
36,IV,V
37,V,I
38,I,I
39,I,vi
40,vi,vi
41,vi,IV
42,IV,V
43,V,I
44,I,I
45,I,vi
46,vi,vi
47,vi,IV
48,IV,V
49,V,I
50,I,IV
51,IV,V
52,V,I
53,I,I
54,I,vi
55,vi,vi
56,vi,IV
57,IV,V
58,V,I
59,I,I
60,I,vi
61,vi,vi
62,vi,IV
63,IV,V
64,V,I
65,I,V
66,V,I
0,i,VII65
1,VII65,i
2,i,VII65
3,VII65,III
4,III,III
5,III,v
6,v,III7
7,III7,VI
8,VI,vi
9,vi,III64
10,III64,VI
11,VI,VII7
12,VII7,V7
13,V7,i
14,i,VII
15,VII,III
16,III,II7
17,II7,v
18,v,IV7
19,IV7,VII
20,VII,ii
21,ii,v
22,v,ii
23,ii,v
24,v,♯VI7
25,♯VI7,ii
26,ii,V7
27,V7,IV6
28,IV6,V65
29,V65,I
30,I,VII
31,VII,♯VI
32,♯VI,ii
33,ii,V7
34,V7,I
35,I,I
36,I,VII
37,VII,IV
38,IV,VII64
39,VII64,VII64
40,VII64,VII
41,VII,III64
42,III64,i
43,i,VII65
44,VII65,i
45,i,VII65
46,VII65,III
47,III,III
48,III,v
49,v,III7
50,III7,VI
51,VI,vi
52,vi,III64
53,III64,VI
54,VI,VII7
55,VII7,V7
56,V7,i
57,i,VII
58,VII,III
59,III,II7
60,II7,v
61,v,IV7
62,IV7,VII
63,VII,ii
64,ii,v
65,v,ii
66,ii,v
67,v,♯VI7
68,♯VI7,ii
69,ii,V7
70,V7,IV6
71,IV6,V65
72,V65,I
73,I,VII
74,VII,♯VI
75,♯VI,ii
76,ii,♯VI
77,♯VI,ii
78,ii,V
79,V,i
80,i,V
81,V,i
82,i,III
83,III,i
84,i,VII65
85,VII65,i
86,i,VII65
87,VII65,III
88,III,III
89,III,v
90,v,III7
91,III7,VI
92,VI,vi
93,vi,III64
94,III64,VI
95,VI,VII7
96,VII7,III64
97,III64,VI
98,VI,VII7
99,VII7,V7
100,V7,i
101,i,V7
102,V7,i
103,i,VII
104,VII,III
105,III,VII
106,VII,III
107,III,II7
108,II7,v
109,v,IV
110,IV,VII
111,VII,IV
112,IV,vii
113,vii,IV
114,IV,IV7
115,IV7,VII
116,VII,ii
117,ii,v
118,v,ii
119,ii,v
120,v,♯VI7
121,♯VI7,ii
122,ii,V7
123,V7,IV6
124,IV6,V65
125,V65,I
126,I,VII
127,VII,♯VI
128,♯VI,ii
129,ii,V7
130,V7,I
131,I,I
132,I,VII
133,VII,IV
134,IV,VII64
135,VII64,III
136,III,IV
137,IV,VII
138,VII,III64
139,III64,III
140,III,IV
141,IV,VII
142,VII,III64
143,III64,IV
144,IV,VII
145,VII,III7
146,III7,i
147,i,VII65
148,VII65,III
149,III,v
150,v,III7
151,III7,VI
152,VI,vi
153,vi,VI
154,VI,VII7
155,VII7,V7
156,V7,VII
157,VII,II7
158,II7,IV7
159,IV7,ii
160,ii,♯VI7
161,♯VI7,IV6
162,IV6,V65
163,V65,I
164,I,♯VI
165,♯VI,IV
166,IV,VII64
167,VII64,III
168,III,III64
169,III64,vii
0,I,vi7
1,vi7,V
2,V,IVM7
3,IVM7,I
4,I,vi7
5,vi7,V
6,V,IVM7
7,IVM7,I
8,I,vi7
9,vi7,V
10,V,IVM7
11,IVM7,I
12,I,vi7
13,vi7,V
14,V,IVM7
15,IVM7,I
16,I,vi7
17,vi7,V
18,V,IVM7
19,IVM7,I
20,I,vi7
21,vi7,V
22,V,IVM7
23,IVM7,I
24,I,vi7
25,vi7,V
26,V,IVM7
27,IVM7,I
28,I,vi7
29,vi7,V
30,V,IVM7
31,IVM7,I
32,I,vi7
33,vi7,V
34,V,IVM7
35,IVM7,I
36,I,vi7
37,vi7,V
38,V,IVM7
39,IVM7,I
40,I,vi7
41,vi7,V
42,V,IVM7
43,IVM7,I
0,I,I
1,I,vi
2,vi,ii
3,ii,V
4,V,iii
5,iii,vi
6,vi,ii
7,ii,V
8,V,I
9,I,vi
10,vi,ii
11,ii,V
12,V,iii
13,iii,vi
14,vi,ii
15,ii,V
16,V,vi
17,vi,vi
18,vi,ii
19,ii,V
20,V,I
21,I,vi
22,vi,vi
23,vi,ii
24,ii,V
25,V,I
26,I,vi
27,vi,V
28,V,ii
29,ii,vi
30,vi,V
31,V,vi
32,vi,ii
33,ii,vi
34,vi,V
35,V,vi
36,vi,ii
37,ii,vi
38,vi,V
39,V,vi
40,vi,ii
41,ii,V
42,V,vi
43,vi,ii
44,ii,V
45,V,I
46,I,vi
47,vi,ii
48,ii,V
49,V,vi
50,vi,ii
51,ii,V
52,V,I
53,I,vi
54,vi,ii
55,ii,V
56,V,I
57,I,vi
58,vi,ii
59,ii,V
60,V,iii
61,iii,vi
62,vi,ii
63,ii,V
64,V,I
65,I,vi
66,vi,ii
67,ii,V
68,V,iii
69,iii,vi
70,vi,ii
71,ii,V
72,V,vi
73,vi,vi
74,vi,ii
75,ii,V
76,V,I
77,I,vi
78,vi,ii
79,ii,V
80,V,vi
81,vi,ii
82,ii,V
83,V,I
84,I,vi
85,vi,ii
86,ii,V
87,V,I
88,I,vi
89,vi,V
90,V,I
91,I,vi
92,vi,V
93,V,ii
94,ii,V
95,V,I
0,I,v
1,v,IV
2,IV,I
3,I,v
4,v,IV
5,IV,I
6,I,v
7,v,IV
8,IV,I
9,I,v
10,v,IV
11,IV,I
12,I,v
13,v,IV
14,IV,I
15,I,v
16,v,IV
17,IV,I
18,I,v
19,v,IV
20,IV,I
21,I,v
22,v,IV
23,IV,I
24,I,v
25,v,IV
26,IV,♭VI
27,♭VI,♭VII
28,♭VII,I
29,I,I
30,I,v
31,v,IV
32,IV,I
33,I,v
34,v,IV
35,IV,I
36,I,v
37,v,IV
38,IV,I
39,I,v
40,v,IV
41,IV,I
42,I,v
43,v,IV
44,IV,I
45,I,v
46,v,IV
47,IV,I
48,I,v
49,v,IV
50,IV,I
51,I,v
52,v,IV
53,IV,I
54,I,v
55,v,IV
56,IV,♭VI
57,♭VI,♭VII
58,♭VII,IV
59,IV,♭VI
60,♭VI,♭VII
61,♭VII,I
62,I,♭VI
63,♭VI,♭III
64,♭III,IV
65,IV,♭VI
66,♭VI,♭VII
67,♭VII,I
68,I,♭VI
69,♭VI,♭III
70,♭III,IV
71,IV,♭VI
72,♭VI,♭VII
73,♭VII,I
74,I,v
75,v,IV
76,IV,I
77,I,v
78,v,IV
79,IV,I
80,I,v
81,v,IV
82,IV,♭VI
83,♭VI,♭VII
84,♭VII,I
85,I,v
86,v,IV
87,IV,I
88,I,v
89,v,IV
90,IV,I
91,I,v
92,v,IV
93,IV,♭VI
94,♭VI,♭VII
95,♭VII,IV
96,IV,♭VI
97,♭VI,♭VII
98,♭VII,IV
99,IV,♭VI
100,♭VI,♭VII
101,♭VII,I
102,I,I
103,I,I
104,I,I
105,I,I
106,I,♭VII
107,♭VII,I7
0,IV,I
1,I,V
2,V,vi
3,vi,vi
4,vi,V
5,V,I
6,I,ii7
7,ii7,vi
8,vi,V
9,V,I
10,I,ii7
11,ii7,vi
12,vi,V
13,V,I
14,I,ii7
15,ii7,vi
16,vi,V
17,V,I
18,I,ii7
19,ii7,vi
20,vi,V
21,V,I
22,I,ii7
23,ii7,vi
24,vi,V
25,V,I
26,I,ii7
27,ii7,vi
28,vi,V
29,V,I
30,I,ii7
31,ii7,vi
32,vi,V
33,V,I
34,I,ii7
35,ii7,vi
36,vi,V
37,V,I
38,I,ii7
39,ii7,IV
40,IV,I
41,I,V
42,V,vi
43,vi,IV
44,IV,I
45,I,V
46,V,vi
47,vi,IV
48,IV,I
49,I,V
50,V,vi
51,vi,IV
52,IV,I
53,I,V
54,V,vi
55,vi,vi
56,vi,V
57,V,I
58,I,ii7
59,ii7,vi
60,vi,V
61,V,I
62,I,ii7
63,ii7,vi
64,vi,V
65,V,I
66,I,ii7
67,ii7,vi
68,vi,V
69,V,I
70,I,ii7
71,ii7,vi
72,vi,V
73,V,I
74,I,ii7
75,ii7,IV
76,IV,I
77,I,V
78,V,vi
79,vi,IV
80,IV,I
81,I,V
82,V,vi
83,vi,IV
84,IV,I
85,I,V
86,V,vi
87,vi,IV
88,IV,I
89,I,V
90,V,vi
91,vi,IV
92,IV,I
93,I,V
94,V,vi
95,vi,IV
96,IV,I
97,I,V
98,V,vi
99,vi,vi
100,vi,V
101,V,I
102,I,ii7
103,ii7,vi
104,vi,V
105,V,I
106,I,ii7
107,ii7,vi
108,vi,V
109,V,I
110,I,ii7
111,ii7,vi
112,vi,V
113,V,I
114,I,ii7
115,ii7,vi
116,vi,V
117,V,I
118,I,ii7
119,ii7,vi
120,vi,V
121,V,I
122,I,ii7
123,ii7,vi
124,vi,V
125,V,I
126,I,ii7
127,ii7,IV
128,IV,IV
129,IV,I
130,I,V
131,V,vi
132,vi,IV
133,IV,I
134,I,V
135,V,vi
136,vi,IV
137,IV,I
138,I,V
139,V,vi
140,vi,IV
141,IV,I
142,I,V
143,V,vi
144,vi,IV
145,IV,I
146,I,V
147,V,vi
148,vi,IV
149,IV,I
150,I,V
151,V,vi
152,vi,IV
153,IV,I
154,I,V
155,V,vi
156,vi,IV
157,IV,I
158,I,V
159,V,vi
160,vi,IV
161,IV,I
162,I,V
163,V,vi
164,vi,IV
165,IV,I
166,I,V
167,V,vi
168,vi,IV
169,IV,I
170,I,V
171,V,vi
0,i,III
1,III,VII
2,VII,IV
3,IV,i
4,i,III
5,III,VII
6,VII,IV
7,IV,i
8,i,i
9,i,III
10,III,VII
11,VII,IV
12,IV,i
13,i,III
14,III,VII
15,VII,IV
16,IV,i
17,i,III
18,III,VII
19,VII,IV
20,IV,i
21,i,i
22,i,III
23,III,VII
24,VII,IV
25,IV,i
26,i,i
27,i,III
28,III,VII
29,VII,IV
30,IV,VI
31,VI,III
32,III,VII
33,VII,i
34,i,VI
35,VI,III
36,III,VII
37,VII,i
38,i,VI
39,VI,III
40,III,VII
41,VII,i
42,i,VI
43,VI,III
44,III,V
45,V,i
46,i,III
47,III,VII
48,VII,IV
49,IV,i
50,i,III
51,III,VII
52,VII,IV
53,IV,i
54,i,III
55,III,VII
56,VII,IV
57,IV,i
58,i,III
59,III,VII
60,VII,IV
61,IV,i
62,i,III
63,III,VII
64,VII,IV
65,IV,i
66,i,III
67,III,VII
68,VII,IV
69,IV,i
70,i,III
71,III,VII
72,VII,IV
73,IV,i
74,i,III
75,III,VII
76,VII,IV
77,IV,i
78,i,i
79,i,III
80,III,VII
81,VII,IV
82,IV,VI
83,VI,III
84,III,VII
85,VII,i
86,i,VI
87,VI,III
88,III,VII
89,VII,i
90,i,VI
91,VI,III
92,III,VII
93,VII,i
94,i,VI
95,VI,III
96,III,V
97,V,i
98,i,III
99,III,VII
100,VII,IV
101,IV,i
102,i,III
103,III,VII
104,VII,IV
105,IV,VI
106,VI,III
107,III,VII
108,VII,i
109,i,VI
110,VI,III
111,III,VII
112,VII,i
113,i,VI
114,VI,III
115,III,VII
116,VII,i
117,i,VI
118,VI,III
119,III,V
120,V,V
121,V,i
122,i,III
123,III,VII
124,VII,IV
125,IV,i
126,i,III
127,III,VII
128,VII,IV
129,IV,VI
130,VI,III
131,III,VII
132,VII,i
133,i,VI
134,VI,III
135,III,VII
136,VII,i
137,i,VI
138,VI,III
139,III,VII
140,VII,i
141,i,VI
142,VI,III
143,III,V
144,V,i
145,i,VI
146,VI,VII
147,VII,IV6
148,IV6,III
149,III,♯VII
150,♯VII,i
151,i,VI
152,VI,VII
153,VII,IV6
154,IV6,III
155,III,♯VII
156,♯VII,i
157,i,VI
158,VI,VII
159,VII,IV6
160,IV6,III
161,III,♯VII
162,♯VII,i
163,i,VI
164,VI,VII
165,VII,IV6
166,IV6,III
167,III,♯VII
0,i,i
1,i,v
2,v,v
3,v,III
4,III,VII
5,VII,IV
6,IV,i
7,i,i
8,i,v
9,v,v
10,v,III
11,III,VII
12,VII,IV
13,IV,v
14,v,VII
15,VII,IV
16,IV,VI
17,VI,v
18,v,VII
19,VII,IV
20,IV,VI
21,VI,V
